,category,titles,pageids
1633,World Localities>Latin America>Caribbean>Antigua & Barbuda,"['Foreign relations of Antigua and Barbuda', 'Public holidays in Antigua and Barbuda', 'Politics of Antigua and Barbuda', 'Antigua and Barbuda passport', 'Parishes and dependencies of Antigua and Barbuda', 'Transport in Antigua and Barbuda', 'United States Ambassador to Antigua and Barbuda', 'Geography of Antigua and Barbuda', 'Antigua and Barbuda Football Association', 'Antigua and Barbuda national basketball team', 'Antigua and Barbuda Branch of The Scout Association', 'Catholic Nunciature to Antigua and Barbuda', 'Demographics of Antigua and Barbuda', 'Antigua', 'Antigua and Barbuda Amateur Bodybuilding and Weightlifting Federation', 'Catholic Church in Antigua and Barbuda', 'Football in Antigua and Barbuda', 'Music of Antigua and Barbuda', 'Antigua and Barbuda cuisine', 'Islam in Antigua and Barbuda']","['1967554', '38675728', '4765792', '6040237', '12845416', '28809356', '17415145', '38549125', '6018011', '1069', '18489122', '18950472', '23303465', '4208134', '987406', '412371', '1070', '25118353', '67618', '13130069']"
1634,"World Localities>Latin America>Caribbean>Aruba, Bonaire & Curaçao","['Bonaire Express', 'Music of the former Netherlands Antilles', 'Aruba', 'Dutch Caribbean', 'Tiara Air', 'Flamingo International Airport', 'SSS islands', 'Visa policy of the Kingdom of the Netherlands in the Caribbean', 'EZAir', 'Catholic Church in the Caribbean part of the Kingdom of the Netherlands', 'ABC islands', 'Antilliaans Dagblad', 'Dutch Caribbean Nature Alliance', 'Caribbean bioregion', 'ArubaExel', 'Bonaire national football team results', 'Caquetio language', 'Air Aruba', 'Outline of South America', 'Kingdom of the Netherlands']","['7764135', '611793', '40724392', '690', '2218598', '2195260', '44654769', '35249204', '13607507', '12244406', '30931401', '36040446', '26274319', '2453571', '18949613', '987013', '16610797', '920870', '4787153', '28313974']"
1635,World Localities>Latin America>Caribbean>Bahamas,"['The Bahamas', 'History of the Bahamas', 'Local government in the Bahamas', 'Monarchy of the Bahamas', 'Bahamas Bowl', 'Telecommunications in the Bahamas', 'Flag of the Bahamas', 'United States Ambassador to the Bahamas', 'Economy of the Bahamas', 'Politics of the Bahamas', 'Geography of the Bahamas', 'Judiciary of the Bahamas', 'University of the Bahamas', 'Demographics of the Bahamas', 'Football in the Bahamas', 'Bahamas national rugby union team', 'Culture of the Bahamas', 'Bahamas National Trust', 'Transport in the Bahamas', 'Bahamas Olympic Committee']","['40790309', '17417091', '25119961', '7771149', '3605805', '67646', '3477', '424986', '30713013', '67551', '39892', '32652407', '673438', '16574681', '67647', '68918', '3451', '67649', '945107', '3615541']"
1636,World Localities>Latin America>Caribbean>Barbados,"['Diocese of Barbados', 'Monarchy of Barbados', 'Parishes of Barbados', 'Geography of Barbados', 'Transport in Barbados', 'Telecommunications in Barbados', 'Senate of Barbados', 'Politics of Barbados', 'Parliament of Barbados', 'House of Assembly of Barbados', 'Barbados Regiment', 'Miss Universe Barbados', 'United States Ambassador to Barbados', 'Judiciary of Barbados', 'Sport in Barbados', 'Demographics of Barbados', 'Barbados Defence Force Sports Program', 'Barbados Black Belly', 'Chinese Ambassador to Barbados', 'Constitution of Barbados']","['5141889', '7687489', '1613312', '36363756', '33647475', '68935', '5242677', '68934', '3629496', '25208801', '2140604', '14472504', '670493', '2555282', '68936', '2555684', '23878642', '68940', '68942', '13139994']"
1637,World Localities>Latin America>Caribbean>Cayman Islands,"['Cayman Islands Football Association', 'Scouting and Guiding in the Cayman Islands', 'Geography of the Cayman Islands', 'Cayman Islands dollar', 'Little Cayman', 'Music of the Cayman Islands', 'Football in the Cayman Islands', 'Governor of the Cayman Islands', 'History of the Cayman Islands', 'Transport in the Cayman Islands', 'Demographics of the Cayman Islands', 'Cayman Islands national cricket team', 'Rugby union in the Cayman Islands', 'Cayman Islands national rugby union team', 'Legislative Assembly of the Cayman Islands', 'Cayman Democratic Party', 'Politics of the Cayman Islands', 'Government of the Cayman Islands', 'Cayman Islands English', 'Cricket in the Cayman Islands']","['827747', '35701889', '6040277', '1369772', '2550024', '7981415', '30009055', '5471', '30747525', '5470', '87716', '1638888', '5469', '4504343', '470564', '986930', '5472', '18715735', '9646128', '5475']"
1638,World Localities>Latin America>Caribbean>Cuba,"['Cuba', 'Elections in Cuba', 'Healthcare in Cuba', 'Tourism in Cuba', 'Foreign relations of Cuba', 'Music of Cuba', 'Cubans', 'Outline of Cuba', 'Baseball in Cuba', 'Transport in Cuba', 'Geography of Cuba', 'Cuban cuisine', 'Agriculture in Cuba', 'Cuban Missile Crisis', 'Cuban peso', 'Telecommunications in Cuba', 'Flag of Cuba', 'Episcopal Church of Cuba', 'Sport in Cuba', 'Military history of Cuba']","['4694137', '5802344', '5042481', '6827', '516807', '1139096', '1288758', '1435428', '6000238', '458961', '5592', '73247', '4726127', '10808948', '240761', '16278573', '24039271', '73250', '4736325', '5590']"
1639,World Localities>Latin America>Caribbean>Dominica,"['History of Dominica', 'Politics of Dominica', 'Telecommunications in Dominica', 'Parishes of Dominica', 'Foreign relations of Dominica', 'United States Ambassador to Dominica', 'Demographics of Dominica', 'Geography of Dominica', 'Economy of Dominica', 'Dominica Amateur Athletic Association', 'Football in Dominica', 'Dominica Broadcasting Corporation', 'Wildlife of Dominica', 'Dominica Botanical Gardens', 'Dominica passport', 'Dominica national cricket team', 'Visa policy of Dominica', 'Roseau', 'Dominica Football Association', 'Music of Dominica']","['8053', '37315228', '26437647', '6542907', '6040132', '43520880', '17415205', '57018', '30793336', '8059', '8052', '8051', '247156', '690138', '8054', '57402', '8056', '13140627', '40778418', '19080997']"
1640,World Localities>Latin America>Caribbean>Dominican Republic,"['Foreign relations of the Dominican Republic', 'People of the Dominican Republic', 'Military Ordinariate of the Dominican Republic', 'Women in the Dominican Republic', 'Miss Dominican Republic', 'Politics of the Dominican Republic', 'Demographics of the Dominican Republic', 'Episcopal Diocese of the Dominican Republic', 'Dominican Republic passport', 'Catholic Church in the Dominican Republic', 'Economy of the Dominican Republic', 'Flag of the Dominican Republic', 'Dominican Republic National Police', 'Culture of the Dominican Republic', 'Transport in the Dominican Republic', 'History of the Jews in the Dominican Republic', 'Congress of the Dominican Republic', 'Geography of the Dominican Republic', 'Senate of the Dominican Republic', 'Vice President of the Dominican Republic']","['563608', '647976', '499572', '8065', '11824380', '11798045', '8067', '42754327', '459020', '8071', '8064', '11154280', '27229315', '19922327', '312756', '77006', '649327', '8069', '14870015', '39699225']"
1641,World Localities>Latin America>Caribbean>Grenada,"['Grenada', 'Politics of Grenada', 'Parliament of Grenada', 'Grenada dove', 'United States Ambassador to Grenada', 'Grenada Lake', 'Parishes of Grenada', 'Miss Grenada World', 'Elections in Grenada', 'Demographics of Grenada', 'Culture of Grenada', 'Football in Grenada', 'Grenada flycatcher', 'Grenada worm snake', 'Visa policy of Grenada', 'Grenada national cricket team', 'Grenada Athletic Association', 'Coast Guard of Grenada', 'Cannabis in Grenada', 'Grenada Railway']","['52511563', '5937574', '3689246', '12131', '1437897', '30890663', '17238662', '37323009', '5010252', '39985015', '5838294', '12464400', '43513841', '26592384', '28064667', '689451', '4501530', '12132', '13142186', '40791427']"
1642,World Localities>Latin America>Caribbean>Guadeloupe,"['Guadeloupe national football team', 'Guadeloupe amazon', 'Economy of Guadeloupe', 'Arrondissements of the Guadeloupe department', 'Dependencies of Guadeloupe', 'Politics of Guadeloupe', 'Tour de Guadeloupe', 'Flag of Guadeloupe', 'Geography of Guadeloupe', 'Cantons of the Guadeloupe department', 'Elections in Guadeloupe', 'Battle of Guadeloupe', 'Guadeloupe raccoon', 'Coat of arms of Guadeloupe', 'Regional Council of Guadeloupe', 'Guadeloupe Conference', 'Guadeloupe woodpecker', 'Guadeloupe big brown bat', 'Guadeloupe Communist Party', 'Progressive Democratic Party of Guadeloupe']","['3234518', '22647416', '3996835', '11910586', '33888220', '12348', '1435287', '2314180', '12346', '2676770', '49206610', '12424458', '12164914', '1215947', '11014069', '12492020', '12347', '18276876', '22654350', '36795140']"
1643,World Localities>Latin America>Caribbean>Haiti,"['Haiti', 'Outline of Haiti', 'President of Haiti', 'Music of Haiti', 'Departments of Haiti', 'Little Haiti', 'Politics of Haiti', 'Constitution of Haiti', 'Economy of Haiti', 'Geography of Haiti', 'Demographics of Haiti', 'Culture of Haiti', 'Episcopal Diocese of Haiti', 'Foreign relations of Haiti', 'Education in Haiti', 'Haitian Vodou', 'Bank of the Republic of Haiti', 'Second Empire of Haiti', 'Haitian cuisine', 'Haitians']","['8295219', '2584699', '621128', '13376', '10937444', '13378', '18091787', '14037189', '33543295', '13375', '13373', '5542305', '11493596', '31204548', '1573900', '242920', '16278812', '13377', '516058', '25841213']"
1644,World Localities>Latin America>Caribbean>Jamaica,"['Jamaica', 'Monarchy of Jamaica', 'Parishes of Jamaica', 'Football in Jamaica', 'Parliament of Jamaica', 'Foreign relations of Jamaica', 'Geography of Jamaica', 'Jamaicans', 'Jamaica national bobsleigh team', 'Jamaica Bay', 'Roads in Jamaica', 'Jamaica national rugby union team', 'Telecommunications in Jamaica', 'Athletics in Jamaica', 'Education in Jamaica', 'Cabinet of Jamaica', 'White Jamaicans', 'Demographics of Jamaica', 'Elections in Jamaica', 'Chinese Jamaicans']","['15166232', '13365835', '5109931', '15663', '9763010', '1442244', '2677628', '15669', '15662', '15660', '264814', '8711934', '7771517', '28972206', '10722190', '666342', '4215887', '19580931', '15666', '40755660']"
1645,World Localities>Latin America>Caribbean>Martinique,"['Martinique', 'Politics of Martinique', 'Martinique national football team', 'Elections in Martinique', 'Martinique amazon', 'Arrondissements of the Martinique department', 'Football in Martinique', 'Flag of Martinique', 'Ligue de football de la Martinique', 'Battle of Martinique', 'Geography of Martinique', 'Martinique oriole', 'Music of Martinique', 'Coat of arms of Martinique', 'Build the Martinique Country', 'Petite Martinique', 'Martinique Queens', 'Martinique macaw', 'Martinique giant ameiva', 'Hinduism in Martinique']","['3256356', '14613230', '2676799', '11918024', '1435289', '5513301', '20502566', '56699', '9380113', '8357425', '19169', '46294598', '12424363', '12506122', '19622349', '1093085', '12457979', '242947', '18389237', '19173']"
1646,World Localities>Latin America>Caribbean>Puerto Rico,"['Outline of Puerto Rico', 'Miss Puerto Rico', 'History of Puerto Rico', 'Military of Puerto Rico', 'Politics of Puerto Rico', 'Sports in Puerto Rico', 'Political status of Puerto Rico', 'Independence movement in Puerto Rico', 'Chinese immigration to Puerto Rico', 'Statehood movement in Puerto Rico', 'Legislative Assembly of Puerto Rico', 'University of Puerto Rico', 'Constitution of Puerto Rico', 'Transportation in Puerto Rico', 'Union of Puerto Rico', 'Judiciary of Puerto Rico', 'Senate of Puerto Rico', 'Football in Puerto Rico', 'Geography of Puerto Rico', 'History of the Jews in Puerto Rico']","['30875844', '325057', '31003694', '23461', '19283151', '20161611', '840701', '38503160', '1053200', '23467', '497671', '16285617', '30874732', '23463', '1052978', '315915', '24595451', '23466', '4880465', '143016']"
1647,World Localities>Latin America>Caribbean>Saint Kitts & Nevis,"['Saint Kitts and Nevis at the Olympics', 'History of Saint Kitts and Nevis', 'Politics of Saint Kitts and Nevis', 'Flag of Saint Kitts and Nevis', 'United States Ambassador to Saint Kitts and Nevis', 'Telecommunications in Saint Kitts and Nevis', 'Saint Kitts and Nevis Defence Force', 'Foreign relations of Saint Kitts and Nevis', 'Transport in Saint Kitts and Nevis', 'Geography of Saint Kitts and Nevis', 'Economy of Saint Kitts and Nevis', 'Rugby union in Saint Kitts and Nevis', 'Saint Kitts and Nevis Labour Party', 'Elections in Saint Kitts and Nevis', 'Football in Saint Kitts and Nevis', 'Catholic Church in Saint Kitts and Nevis', 'Nevis', 'Capital punishment in Saint Kitts and Nevis', 'Saint Kitts', 'French settlement in Saint Kitts and Nevis']","['53842410', '38484031', '57014', '1444547', '459300', '31576858', '27207', '38053643', '27200', '27199', '21503', '27202', '23498034', '27737', '1537607', '1831130', '14814434', '75683', '27205', '13142641']"
1648,World Localities>Latin America>Caribbean>Saint Lucia,"['Saint Lucia', 'Outline of Saint Lucia', 'Monarchy of Saint Lucia', 'Quarters of Saint Lucia', 'History of Saint Lucia', 'National symbols of Saint Lucia', 'Flag of Saint Lucia', 'Tourism in Saint Lucia', 'Law enforcement in Saint Lucia', 'Saint Lucia–United States relations', 'Geography of Saint Lucia', 'Governor-General of Saint Lucia', 'Senate of Saint Lucia', 'Military of Saint Lucia', 'Parliament of Saint Lucia', 'Demographics of Saint Lucia', 'United States Ambassador to Saint Lucia', 'India–Saint Lucia relations', 'Sons and Daughters of Saint Lucia', 'List of Prime Ministers of Saint Lucia']","['27211', '459301', '27210', '466568', '27209', '53843407', '11591179', '466569', '27216', '16661183', '34432120', '16285652', '4503828', '2274467', '27208', '15996131', '4503821', '492212', '11265611', '13143412']"
1649,World Localities>Latin America>Caribbean>Saint Vincent & Grenadines,"['Saint Vincent and the Grenadines', 'Outline of Saint Vincent and the Grenadines', 'Geography of Saint Vincent and the Grenadines', 'Monarchy of Saint Vincent and the Grenadines', 'Parishes of Saint Vincent and the Grenadines', 'Military of Saint Vincent and the Grenadines', 'Saint Vincent and the Grenadines–United States relations', 'Demographics of Saint Vincent and the Grenadines', 'List of Prime Ministers of Saint Vincent and the Grenadines', 'Governor-General of Saint Vincent and the Grenadines', 'List of political parties in Saint Vincent and the Grenadines', 'List of diplomatic missions of Saint Vincent and the Grenadines', 'Elections in Saint Vincent and the Grenadines', 'Politics of Saint Vincent and the Grenadines', 'United States Ambassador to Saint Vincent and the Grenadines', 'Law enforcement in Saint Vincent and the Grenadines', 'House of Assembly of Saint Vincent and the Grenadines', 'Saint Vincent and the Grenadines at the Olympics', 'Foreign relations of Saint Vincent and the Grenadines', 'Scouting and Guiding in Saint Vincent and the Grenadines']","['27231', '1444549', '27237', '27230', '466893', '3405085', '11591013', '466897', '11602405', '409395', '27236', '16661353', '16285658', '1604417', '27232', '27228', '14937499', '15996155', '9645293', '13143845']"
1650,World Localities>Latin America>Caribbean>Trinidad & Tobago,"['Regional corporations and municipalities of Trinidad and Tobago', 'Foreign relations of Trinidad and Tobago', 'History of Trinidad and Tobago', 'President of Trinidad and Tobago', 'Economy of Trinidad and Tobago', 'Women in Trinidad and Tobago', 'Parliament of Trinidad and Tobago', 'Public holidays in Trinidad and Tobago', 'Trinidad and Tobago national football team', 'Trinidad and Tobago Carnival', 'Geography of Trinidad and Tobago', 'Diocese of Trinidad and Tobago', 'Transport in Trinidad and Tobago', 'Telecommunications in Trinidad and Tobago', 'Trinidad and Tobago Newsday', 'Chinese Ambassador to Trinidad and Tobago', 'Trinidad and Tobago national rugby union team', 'Telecommunications Authority of Trinidad and Tobago', 'Catholic Church in Trinidad and Tobago', 'Trinidad and Tobago Olympic Committee']","['4475339', '34135585', '18878000', '30173', '30177', '30170', '30169', '1460781', '516111', '22196832', '1565023', '7728071', '30174', '30175', '1071060', '18650458', '25118867', '1014722', '7786134', '39815912']"
1651,World Localities>Latin America>Caribbean>Virgin Islands,"['Virgin Islands', 'United States Virgin Islands', 'British Virgin Islands', 'Culture of the Virgin Islands', 'Governor of the Virgin Islands', 'Music of the Virgin Islands', 'Republican Party of the Virgin Islands', 'Virgin Islands March', 'Premier of the Virgin Islands', 'Virgin Gorda', 'Episcopal Diocese of the Virgin Islands', 'Legislature of the Virgin Islands', 'Scouting and Guiding in the British Virgin Islands', 'Democratic Party of the Virgin Islands', 'Geography of the United States Virgin Islands', 'District Court of the Virgin Islands', 'Politics of the United States Virgin Islands', 'History of the British Virgin Islands', 'Transportation in the United States Virgin Islands', 'Fauna of the United States Virgin Islands']","['3469', '13741156', '1841818', '10513447', '14929017', '43853127', '32137', '196209', '42540', '4761648', '920665', '32139', '12891186', '1841819', '9646119', '32142', '32135', '678539', '32462', '208648']"
1652,World Localities>Latin America>Central America,"['Central America', 'History of Central America', 'Federal Republic of Central America', 'Central banks and currencies of the Americas', 'Anglican Church in Central America', 'Central America Volcanic Arc', 'Act of Independence of Central America', 'Central Time Zone', 'Association of American Schools in Central America', 'Central America bioregion', 'Central American and Caribbean Games', 'Extreme points of Central America', 'Central American red brocket', 'SS Central America', 'Central American Parliament', 'Americas', 'Central American pygmy owl', 'Flags of North America', 'Central American squirrel monkey', 'Central American agouti']","['44093060', '29833', '13627703', '24397781', '6121', '2409559', '13627757', '583268', '3395694', '4454981', '12427022', '22045632', '3242143', '481638', '8382608', '5424470', '196323', '5511630', '51365', '299497']"
1653,World Localities>Latin America>Central America>Belize,"['Belize', 'Belize Defence Force', 'Districts of Belize', 'Belize District', 'Geography of Belize', 'Football in Belize', 'Demographics of Belize', 'Transport in Belize', 'University of Belize', 'Constituencies of Belize', 'Telecommunications in Belize', 'Belize dollar', 'Elections in Belize', 'Roads in Belize', 'Public holidays in Belize', 'Sport in Belize', 'Ports of Belize', 'Healthcare in Belize', 'Belize River', 'Coat of arms of Belize']","['3458', '68969', '172778', '1230094', '457865', '457109', '10318944', '68963', '209977', '1356010', '30723741', '68962', '41877307', '459774', '19400366', '9693086', '7373420', '68965', '68968', '5608867']"
1654,World Localities>Latin America>Central America>Costa Rica,"['History of Costa Rica', 'Cantons of Costa Rica', 'Provinces of Costa Rica', 'Costa Rica national football team', 'Costa Rica Institute of Technology', 'Public Forces of Costa Rica', 'Football in Costa Rica', 'Indigenous peoples of Costa Rica', 'Geography of Costa Rica', 'National Theatre of Costa Rica', 'Legislative Assembly of Costa Rica', 'National University of Costa Rica', 'Healthcare in Costa Rica', 'Demographics of Costa Rica', 'First Ladies and Gentlemen of Costa Rica', 'Politics of Costa Rica', 'Outward Bound Costa Rica', 'Elections in Costa Rica', 'British School of Costa Rica', 'Education in Costa Rica']","['14817140', '9236825', '2662727', '1014478', '5554', '4533513', '1435424', '46556111', '18485461', '5553', '25054929', '5552', '35812954', '1783211', '2418808', '2773699', '22531485', '5555', '541787', '5559']"
1655,World Localities>Latin America>Central America>El Salvador,"['El Salvador', 'Outline of El Salvador', 'Nuestra Belleza El Salvador', 'Military Ordinariate of El Salvador', 'El Salvador–United States relations', 'President of El Salvador', 'Politics of El Salvador', 'Crime in El Salvador', 'Demographics of El Salvador', 'University of El Salvador', 'Geography of El Salvador', 'Gender inequality in El Salvador', 'Armed Forces of El Salvador', 'National Anthem of El Salvador', 'Foreign relations of El Salvador', 'Civil Aviation Authority (El Salvador)', 'Transport in El Salvador', 'History of El Salvador', 'Government of El Salvador', 'San Salvador']","['9364', '23161194', '33725798', '9359', '9356', '15982838', '9365', '38960072', '9358', '23494772', '53081', '27229454', '264971', '23938579', '16278645', '9360', '466532', '57631', '9363', '18605854']"
1656,World Localities>Latin America>Central America>Guatemala,"['Guatemala City', 'Antigua Guatemala', 'President of Guatemala', 'Departments of Guatemala', 'Economy of Guatemala', 'Foreign relations of Guatemala', 'Politics of Guatemala', 'Guatemala Department', 'Captaincy General of Guatemala', 'Geography of Guatemala', 'Immigration to Guatemala', 'Flag of Guatemala', 'Transport in Guatemala', 'Rail transport in Guatemala', 'Vuelta a Guatemala', 'Telecommunications in Guatemala', 'National Football Federation of Guatemala', 'Football in Guatemala', 'Public holidays in Guatemala', 'Italian Guatemalan']","['154609', '3821440', '449861', '12161', '334073', '30890718', '12165', '57639', '11874', '732881', '44602738', '44281225', '5380324', '12160', '271994', '37942387', '5322409', '12162', '12163', '13864104']"
1657,World Localities>Latin America>Central America>Honduras,"['Honduras', 'Football in Honduras', 'President of Honduras', 'Honduras national football team', 'Politics of Honduras', 'Military of Honduras', 'Elections in Honduras', 'Gulf of Honduras', 'Geography of Honduras', 'Gun laws in Honduras', 'Sport in Honduras', 'Supreme Court of Honduras', 'Honduran', 'Foreign relations of Honduras', 'National Autonomous Federation of Football of Honduras', 'Water resources management in Honduras', 'Crime in Honduras', 'Party for the Transformation of Honduras', 'Transport in Honduras', 'Renewable energy in Honduras']","['24904228', '1424429', '5676309', '13403', '13396', '658055', '32162829', '1013194', '13394', '1013983', '13402', '2062589', '944487', '13398', '23420892', '12109598', '18559011', '23501355', '13401', '23391477']"
1658,World Localities>Latin America>Central America>Mexico,"['Mexico', 'Mexico City', 'State of Mexico', 'Outline of Mexico', 'New Mexico', 'Administrative divisions of Mexico', 'History of Mexico', 'Geography of Mexico', 'Mexican cuisine', 'Economy of Mexico', 'Valley of Mexico', 'Women in Mexico', 'Municipalities of Mexico', 'President of Mexico', 'Greater Mexico City', 'Flag of Mexico', 'Mexico City Mexico Temple', 'Bank of Mexico', 'Cinema of Mexico', 'Outline of New Mexico']","['87990', '180390', '489783', '19226', '18955303', '56695', '1584979', '19222', '20167', '3966054', '18987', '18711357', '2308833', '21649', '16279070', '21930906', '24356889', '222243', '2040058', '39662613']"
1659,World Localities>Latin America>Central America>Mexico>Baja California,"['Baja California', 'Baja California Peninsula', 'Baja California Sur', 'Governor of Baja California', 'Baja California Desert', 'Autonomous University of Baja California', 'Operation Baja California', 'Baja California Province', 'Canto a Baja California', 'Baja California rat snake', 'Baja California slider', 'Baja California collared lizard', 'Baja California pronghorn', 'Congress of Baja California', 'Baja Malibu', 'Baja California chorus frog', 'Baja', 'First Federal Electoral District of Baja California Sur', 'Fifth Federal Electoral District of Baja California', 'Baja pocket mouse']","['32090575', '568251', '199793', '1623868', '62706', '47065575', '199801', '42968998', '3450517', '18830095', '2321552', '30230178', '31680408', '25993908', '29285266', '31245487', '19739727', '19739862', '3303570', '11109082']"
1660,World Localities>Latin America>Central America>Mexico>Baja California>Tijuana,"['Tijuana Municipality', 'Club Tijuana', 'Tijuana River', 'Tijuana Country Club', 'Grand Hotel Tijuana', 'Playas de Tijuana', 'Tijuana International Airport', 'Tijuana Zonkeys', 'Operation Baja California', 'Cross Border Xpress', 'Herb Alpert', 'Plaza Viva Tijuana', 'Tijuana Zebra', 'Municipal President of Tijuana', 'First Battle of Tijuana', 'Mexican Federal Highway 1D', 'Downtown Tijuana', 'Bullring by the Sea', 'Tijuana Beer', 'Hospital Angeles Tijuana']","['20146639', '7344650', '43632445', '39026735', '27974769', '17981978', '439959', '18051494', '12155679', '10856361', '11109082', '10903641', '52131681', '9643956', '32760466', '105810', '2774590', '761777', '12573422', '39313588']"
1661,World Localities>Latin America>Central America>Mexico>Central Mexico,"['Alameda Central', 'Mexican Plateau', 'Central Mexican matorral', 'Central New Mexico', 'Mexico', 'Outline of Mexico', 'Cristos Negros of Central America and Mexico', 'Bank of Mexico', 'Mexican Central Railway', 'Eje Central', 'Geography of Mexico', 'Mexico City', 'Agriculture in Mexico', 'Central Nahuatl languages', 'Mexican Spanish', 'Central New Mexico Community College', 'Central Time Zone', 'Mexican cuisine', 'Valley of Mexico', 'Indigenous peoples of Mexico']","['37831564', '11234891', '180390', '24728979', '35220545', '5732996', '1257414', '481638', '43177586', '16076525', '56695', '3964346', '21631336', '12631416', '1523829', '20167', '3966054', '18987', '16279070', '2040058']"
1662,World Localities>Latin America>Central America>Mexico>Central Mexico>Guanajuato,"['Guanajuato', 'Guanajuato City', 'Congress of Guanajuato', 'ARM Guanajuato', 'Handcrafts and folk art in Guanajuato', 'Constitution of the State of Guanajuato', 'Irapuato', 'Guanajuato River', 'Nuestra Belleza Guanajuato', 'Doctor Mora', 'Tarandacuao', 'Mexican mud turtle', 'Comonfort', 'Celaya', 'Guanajuato Inland Port', 'Coroneo', 'Festival Internacional Cervantino', 'Apaseo el Grande', 'Mexican Federal Highway 41', 'Atarjea']","['25499115', '11948821', '11951248', '217155', '11949983', '4490290', '4501981', '11924348', '11950931', '11039668', '412827', '180537', '31660147', '10184171', '47379103', '14206294', '20648506', '33975379', '31008257', '11923575']"
1663,World Localities>Latin America>Central America>Mexico>Central Mexico>Mexico City,"['Mexico City', 'Greater Mexico City', 'Historic center of Mexico City', 'Mexico City Mexico Temple', 'Japanese community of Mexico City', 'Municipalities of Mexico City', 'Mexico City metro lines', 'Mexico City Metro', 'Mexico City Grand Prix', 'Trolleybuses in Mexico City', 'Crime in Mexico', 'State of Mexico', 'Water management in Greater Mexico City', 'Administrative divisions of Mexico', 'Mexican Stock Exchange', 'The Battle of Mexico City', 'Museum of the City of Mexico', 'Mexico', 'Mexico City Marathon', 'Streetcars in Mexico City']","['87990', '5182370', '1584979', '11708373', '41723272', '181123', '3966054', '18987', '51351739', '50872176', '891641', '18711357', '463729', '734028', '24533126', '222243', '39141864', '1894027', '27944968', '21544668']"
1664,World Localities>Latin America>Central America>Mexico>Central Mexico>Mexico State,"['State of Mexico', 'New Mexico State University', 'Municipalities of the State of Mexico', 'Governor of the State of Mexico', 'New Mexico', 'Mexico Point State Park', 'New Mexico State Capitol', 'New Mexico State Road 14', 'New Mexico State Guard', 'New Mexico State Road 522', 'New Mexico State Aggies', 'New Mexico State Auditor', 'New Mexico State Road 556', 'New Mexico State Road 448', 'New Mexico State Road 518', 'New Mexico State Aggies football', 'New Mexico State Treasurer', 'New Mexico State Road 267', 'New Mexico State Road 126', 'New Mexico State Road 378']","['2709538', '46468023', '14561364', '21649', '13314825', '15164829', '39005590', '1855252', '17374421', '14892486', '2782205', '27041958', '16599665', '27794762', '16592466', '16600109', '17010338', '39005795', '510353', '222243']"
1665,World Localities>Latin America>Central America>Mexico>Central Mexico>Puebla,"['Puebla', 'Puebla City', 'Colegio Americano de Puebla', 'Central Puebla Nahuatl', 'Puebla de Sanabria', 'Metropolitan area of Puebla', 'Universidad Iberoamericana Puebla', 'Angeles Negros de Puebla', 'Sierra Norte de Puebla', 'Puebla de Azaba', 'Club Puebla Premier', 'Abierto de Puebla', 'Puebla FM', 'Central de Autobuses Puebla', 'Municipalities of Puebla', 'Metro Puebla', 'Nuestra Belleza Puebla', 'Puebla deer mouse', 'Governor of Puebla', 'Regions of Puebla']","['25166641', '26757284', '27744773', '3291056', '48875240', '18924337', '7637806', '7496267', '5458869', '1554943', '31086890', '413436', '177755', '47179991', '13177806', '5336727', '12175246', '23014251', '14685075', '30254703']"
1666,World Localities>Latin America>Central America>Mexico>Central Mexico>Veracruz,"['United States occupation of Veracruz', 'Classic Veracruz culture', 'Veracruz Mexico Temple', 'Veracruz Canyon', 'Alianza Fidelidad por Veracruz', 'Veracruz International Airport', 'Veracruz whiff', 'Veracruz salamander', 'Veracruz shrew', 'Blockade of Veracruz', 'Iberia de Veracruz', 'ARM Veracruz', 'Municipalities of Veracruz', 'Cathedral of Veracruz', 'Nuestra Belleza Veracruz', 'Tiburones Rojos de Veracruz Premier', 'Veracruz moist forests', 'Tecolutla', 'Mecayapan', 'Veracruz dry forests']","['27438040', '20155463', '27144877', '36641371', '13208119', '50802947', '23182116', '325388', '31187093', '12892770', '6229994', '990829', '1162510', '2168213', '5370866', '29662623', '12633653', '12402500', '27787548', '35284085']"
1667,World Localities>Latin America>Central America>Mexico>Northern Mexico,"['Northern Mexico', 'Northern New Mexico College', 'Northern New Mexico', 'Mexican Plateau', 'Anglican Church of Mexico', 'History of Mexico', 'New Mexico State Road 68', 'Emigration from Mexico', 'New Mexico whiptail', 'Mexico', 'Outline of New Mexico', 'Regional Mexican', 'Chinese immigration to Mexico', 'New Mexico State Road 14', 'New Mexico State Road 522', 'Nearctic realm', 'New Mexico State Road 518', 'Hispanos of New Mexico', 'New Mexico State Road 378', 'Demographics of Mexico']","['2182256', '27999599', '19224', '25458058', '34343155', '19222', '12631416', '3966054', '45393', '2782205', '16599665', '16592466', '16600109', '16596985', '5709567', '48157875', '2899372', '12786654', '21930906', '3114484']"
